source,intermediate_1,intermediate_2,intermediate_3,target,stmt_type_1,stmt_type_2,stmt_type_3,stmt_type_4,belief_1,belief_2,belief_3,belief_4,evidence_1,evidence_2,evidence_3,evidence_4,logfoldchange,pval,edge1_evidence_text,edge2_evidence_text,edge3_evidence_text,edge4_evidence_text,edge1_pmids,edge2_pmids,edge3_pmids,edge4_pmids
PLEKHH3,RFXANK,RFX5,IFNG,RACK1,Complex,Complex,IncreaseAmount,IncreaseAmount,0.8302066725941236,0.4261616001712757,0.4844526880351076,0.4844526880351076,1,1,1,1,-0.13713878,0.0002008680719504,Database: biogrid,"1) RFXAP can regulate the transcription of MHC II molecules by binding to CIITA, RFXANK, and RFX5 to form RFX complexes xref , xref .

2) We were unable to detect BRG1 protein, indicating that BRG1 does not bind RFX5 ( Fig. 2 A ) or RFXB ( Fig. 2 B).

3) In addition, we have recently observed that RFXB interacts with the dimerization domain and RFX domain of RFX5 (Garvie, unpublished data).

4) For example, it has been demonstrated that mammalian regulatory factor X 5 forms a complex (""enhanceosome"") with RFXANK (also known as regulatory factor X-B), RFXAP, CREB, and CIITA to regulate expression of major histocompatibility class II genes [ ].

5) RFXAP is a 272 amino acid protein that interacts with both RFXB and RFX5 through a glutamine-rich region at its C-terminus  [22–25,28,29] .

6) In addition, we have recently shown that at this protein concentration RFXB is fully bound to the RFX5 2 •RFXAP complex (Garvie, unpublished data).

7) CIITA is recruited to the promoter by direct interaction with RFX5 and RFXB, with subunits of the heterotrimeric NF-Y complex, and also with the CREB protein ( DeSandro et al., 2000; Hake et al., 2000; Scholl et al., 1997; Zhu et al., 2000 ).

8) In contrast, RFXB binds to the RFX5 (25-90) 2.

9) RFXB simultaneously interacts with a region of RFX5 that comprises the RFX DNA binding domain and the dimerization domain, and the C-terminal domain of RFXAP xref .

10) Since RFXB does not interact with the isolated oligomerization domain of RFX5, the interactions between RFXB and the complex are likely to be primarily mediated by RFXAP.

11) RFX5 has a different structure and associates with the HLA class II promoter in combination with two other factors, RFXAP and RFXANK and RFXB 35.

12) Alternatively, the RFX domain could be sterically hindered from binding to DNA by the dimerization of the oligomerization and/or dimerization domain.Addition of RFXB and RFXAP to RFX5 (1-330) results in a complex that binds to the X1-box with a K d of 395 +/- 18 nM.

13) Whether RFXANK binds to RFX5 requires further exploration ( xref , xref ).

14) Whether RFXANK binds to RFX5 requires further exploration.

15) The specific regulatory mechanism involves transport of NLRC5 from the cytoplasm to the nucleus and induction of the activation of MHC I transcription by binding to RFX5 and RFXANK of X1 box, CREB of X2 box, and NFY complexes ( xref ).

16) While RFXANK preferentially binds to RFX5, its sibling ANKRA2 appears to have a higher binding affinity for RFX7 [ xref ].

17) Further studies are needed to identify any additional interactions between RFX5, RFXAP, and RFXANK, to address how these interactions promote RFX5 trimeric complex formation, and to determine how they contribute to MHC enhanceosome assembly.

18) Indeed, a dose-response of AP-C on wt RFX5-RFXANK efficiently generates the RFX complex (lanes 26–29).

19) RFXAP, together with RFX5, or with RFXANK, but not the RFX5-RFXANK combination, generated a further retarded band (lanes 8–10).

20) Studies on the interaction of RFX5 and RFXANK have so far been inconclusive due to presence of conflicting reports both for [18,34,47] and against [19,33,48] their mutual interactions.","1) IFNG expression can be transcriptionally modulated by ATF2, IRF1, JUN, NFKB1, RELA, and RFX5.",Database evidence only,33961781,20637319; 22649097; 10825209; 33961781; 18723135; 34220868; 28514442; 15964851; 39181888; 33622787,37408777,
PLPP3,RELB,BCL3,IL1B,FAM13A,Complex,Activation,IncreaseAmount,DecreaseAmount,0.4261616001712757,0.3668028661364628,0.4844526880351076,0.4850742249910675,1,2,1,3,1.3068895,0.0467053206686947,"1) These findings indicate that upregulation of PLPP3 during inflammation and atherosclerosis results from canonical activation of the NF-kB signaling cascade to increase PLPP3 expression through nuclear import and binding of RelA and RelB transcription factors to the PLPP3 promoter and suggest a mechanism by which the LPP3 substrate, LPA, can regulate PLPP3 expression.","1) RELB has been shown to transcriptionally upregulate BCL3 to promote CRC tumorigenesis (Tao et al., 2018); while BCL3 levels were lower in detached RELB KO cells by qRT-PCR relative to control cells, BCL3 expression was higher in ITPR3 KO cells, suggesting that BCL3 is not a main target gene downstream of this axis (Figure S5I).

2) Similarly, we found RS47 had significant inhibitory effects on BCL3 promoter reporter activity triggered by RelB overexpression (Figure 2B), which was regulated by non-canonical NF-κB signaling pathway, but RS47 had no inhibitory effect on TOP/Flash reporter activity, which indicated Wnt/β-catenin signaling directly (Figure S4).","1) The results showed that after inactivated V. alginolyticus treatment, the expression levels of IL-1β , IL-6 , IL-8 , TLR5s , TLR13 , NLRP3 , CC20 , BCL-3 , REL , and caspase-1 in PKM of large yellow croaker were significantly up-regulated, whereas MR1 was down-regulated.","1) Utilizing lung epithelial A549 cells and primary human bronchial epithelial cells from CF patients we observed that IL-1beta and TGFbeta reduced FAM13A expression.

2) In addition, NF-κB played critical roles in the regulation of IL-1β [72] and IL-1β in adipose tissues increased inhibition of FAM13A expression [73].

3) Downregulation of Fam13a in obese adipose tissue could also be attributed to increased adipose inflammation as IL-1beta has been previously shown to suppress Fam13a expression 26.",31362988,35487218; 39910816,36206995,36766336; 29239766; 30301961
PPP3CC,NFATC2,RFC5,TOP1,BTBD2,Dephosphorylation,Complex,Complex,DecreaseAmount,0.5800011391177637,0.8302066725941236,0.8302066725941236,0.6324007949925685,1,1,1,1,-1.611327,0.0388226270110385,"1) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

2) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

3) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

4) Calcineurin dephosphorylates members of the nuclear factor of activated T cells (NFAT)2 transcription factor family, allowing NFAT to translocate to the nucleus where it cooperates with other transcription factors to induce transcription of target genes.

5) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

6) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

7) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

8) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

9) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

10) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

11) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

12) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

13) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

14) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

15) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity

16) NFAT1 is phosphorylated on fourteen conserved phosphoserine residues in its regulatory domain, thirteen of which are dephosphorylated upon stimulation. Dephosphorylation of all thirteen residues is required to mask a nuclear export signal (NES), cause full exposure of a nuclear localization signal (NLS), and promote transcriptional activity",Database: biogrid,Database: biogrid,"1) Purified TOP1 was pre-incubated with GST or GST-BTBD2 for 20 min before addition of the DNA substrate, which was either an end-labeled 36 bp fragment containing a single strong TOP1 cleavage site [ ], or a 161 bp PvuII-HindIII fragment of pBluescript (Stratagene) [ ]).",18676376; 11030334,27637333,35271311,11818025
PRKAR1A,CXCL12,RGS16,TNF,NPC2,Complex,Inhibition,Activation,DecreaseAmount,0.4443350122709595,0.4357402620936744,0.3668028661364628,0.4738574987008168,1,1,2,1,-0.31339628,0.0004314626923496,"1) Examples include, but are not limited to, stromal cell-derived factor-1 (SDF-1) signaling through the CXCR4 receptor family ( Salvucci et al., 2004 ), sphingosine-1-phosphate (S1P) signaling via the S1P(1–5) receptor family ( Kluk and Hla, 2002 ) and endocrine gland vascular endothelial growth factor (EG-VEGF) which binds to the PKR1 and PKR2 receptors ( Le Couter et al., 2001; Lin et al., 2002 ).","1) Zernecke et al, showed that CXCL12 production is mediated by miR-126, which was enriched in the apoptotic bodies and repressed the function of regulator of G protein signaling 16 (RGS16), an inhibitor of G protein coupled receptor (GPCR) signaling.","1) Gain and loss of function experiments showed that RGS16 overexpression reduces the expression of pro inflammatory cytokines IL-1beta, IL-6, IL-8 and TNFalpha, while RGS16 knockdown by RNAi upregulates IL-1beta, IL-6 and TNFalpha but not IL-8.

2) Functional experiments showed that overexpression of RGS16 promoted the production of inflammatory factors TNF-α and IL-6 and boosted macrophage proliferation and migration, while knockdown of RGS16 exhibited the opposite effect.","1) In vitro studies showed that TNF-alpha reduces intracellular protein levels of CtB, CtL, and NPC2, but increases their secretion in 3T3-L1 adipocytes.",16750822,22903157,25366993; 38141114,23666609
HMGCR,REN,SLC33A1,UBE2O,RPL35,Activation,DecreaseAmount,Complex,IncreaseAmount,0.3715222573296911,0.4738574987008168,0.8302066725941236,0.4844526880351076,1,1,1,1,-0.15649861,4.560190906381708e-05,"1) The reduction of HMGCR can subsequently reduce TC and liver weight ( Ren et al., 2017 ).","1) At 78 days of gestation, fetuses from nutrient restricted ewes had reduced AT1 receptor levels but by 135 days of gestation, renin levels were increased [45] .",Database: biogrid,"1) Markson et al. found through yeast two-hybrid screens that more than 100 E3 ubiquitin ligases have the ability to interact with UBE2O.It was further found that UBE2O can modulate expressions of ribosomal proteins RPL29, RPL35 and RPL23A, and nonribosomal proteins DDX5, NOL12, NOP16 and PTRF (Nguyen et al., 2017).",29805017,20116093,35271311,37533513
PROX1,RELN,MECP2,SMC5,SLF2,DecreaseAmount,Complex,Complex,IncreaseAmount,0.4738574987008168,0.4261616001712757,0.8302066725941236,0.4844526880351076,1,1,1,1,-1.2868301,0.0380072320923242,1) The authors observed that Reelin mRNA expression in lymphatic endothelial cells was greatly reduced by 80% in Prox1 mutant hearts.,"1) Thus, melatonin had a beneficial effect in restoring hippocampal reln mRNA expression by reducing DNMT1 and MeCP2 binding to the reln promoter.

2) Increased MeCP2 interaction with Reelin and glutamate decarboxylase 2 ( GAD2 ) promoters was found in some autistic patients, and this may cause downregulation of GAD2 [ xref ].

3) Mecp2, Reelin, and Ppp1cc formed one cluster ( xref ), as both the expression of Reelin ( xref , R  2 = 0.98 and p < 0.0001) and Ppp1cc ( xref , R  2 = 0.92 and p <0.0001) were highly correlated with Mecp2 .

4) Chromatin immunoprecipitation assays documented in vivo MeCP2 binding to promoter regions of Fxyd1, Reln , and Gtl2 .

5) Physical association of these genes with MeCP2 was confirmed by chromatin immunoprecipitation (ChIP) assays that documented MeCP2 binding to promoter regions of Fxyd1, Reln , and Gtl2 .

6) MeCP2 binds to the promoters of Fxyd1 and Reln and the promoter and differentially-methylated region of Gtl2 in vivo .

7) By ChIP analyses, we show that MeCP2 binds to the promoters of Fxyd1 and Reln and to a differentially methylated region of the imprinted gene Gtl2 in normal mouse brain, suggesting that these genes may be direct targets of MeCP2.

8) Moreover, increased binding of MeCP2 to the promoters of GAD1 and RELN which are candidate genes for ASD was also found in the ASD cerebellum  xref  .

9) Dong et al. ( xref ) administered l -methionine to mice for seven days and then measured RELN and GAD1 promoter methylation and MeCP2 bound to methylated cytosines of the RELN and GAD1 promoters.

10) Moreover, combinations of various antipsychotics (e.g. clozapine, olanzapine, quetiapine) and valproic acid (VPA), a HDACi that reduces MeCP2 binding to RELN and GAD67 promoters [ xref ], might prove beneficial in the treatment of SZ based on results from animal and clinical studies [ xref ].

11) As shown in xref , at PND1, when the levels of DNMT were highest, and at PND60 when the levels of DNMT were lowest, the binding of MeCP2 to specific reelin and GAD67 promoter regions was highest at day 1 and markedly decreased at day 60.

12) Moreover, the MeCP2 binding to GAD67 and reelin gene promoters was significantly higher in PRS mice ( xref ).

13) In addition, in these mice, similar to ASD
patients, there is increased binding of MECP2 to the GAD1 and RELN promoters and
reduced expression of the corresponding mRNAs.

14) Hence, the study shows that a diagnosis
of ASD is a significant indicator of increased MECP2 binding to the GAD1 and
RELN promoters in cerebral cortex of ASD patients.

15) In the CB, we also showed increased binding of MECP2 to the RELN and GAD1
promoters but did not detect a difference in DNMT1 binding to these same regions
( xref ).

16) The results showed a marked and significant increase in MeCP2 binding to the promoter regions of GAD1 and RELN, but not to the corresponding gene body regions in cerebellar cortex of ASD patients.

17) As shown in xref , there is a 1.5–2-fold increased binding of MeCP2 to both the GAD1 ( P =0.04) and RELN ( P =0.03) promoters in cerebella of ASD compared with CON.

18) Furthermore, ANCOVA did not reveal a statistically significant correlation between MeCP2 binding to either the GAD1 or RELN promoters with changes in age (GAD1 vs MeCP2, Pearson r  2 =−0.31, P =0.19; RELN vs MeCP2, Pearson r  2 =−0.39, P =0.09), sex (GAD1 vs MeCP2, Pearson r  2 =0.28, P =0.25; RELN vs MeCP2, Pearson r  2 =−0.14, P =0.56), PMI (GAD1 vs MeCP2, Pearson r  2 =−0.3, P =0.23; RELN vs MeCP2, Pearson r  2 =−0.33, P =0.17) in CON and ASD patients considered either together or separately.

19) In a subpopulation of ASD subjects with seizure comorbidity ( N =4), including one subject with signs of cerebellar infarct, the levels of mRNAs encoding MeCP2, GAD1, RELN; MeCP2 binding to GAD1 and RELN; and 5-hmC enrichment of the GAD1 and RELN promoters, were each similar to the average values obtained from the entire ASD population.

20) Hence, the study shows that a diagnosis of ASD is a significant predictor for increased MeCP2 binding to the GAD1 and RELN promoters in cerebellar cortex of ASD patients.",Database: biogrid,"1) Importantly, the elevated spontaneous levels of chromosomal aberrations in the SLF2/SMC5 patient fibroblasts and the U-2 OS SLF2 HM cells, were rescued by re-expression of either WT SLF2 or SMC5 (Fig. 6h, i).",37339050,24448211; 27134686; 24866706; 26575259; 17584923; 22564440; 35198660; 22704340; 33553761; 25131546,36373674,36333305
PVT1,UPF1,DPF2,CEBPA,LGALS1,Complex,Inhibition,Complex,IncreaseAmount,0.4073065404350923,0.4357402620936744,0.8302066725941236,0.4844526880351076,4,1,1,1,-0.20831463,4.0855045422974384e-11,"1) The interaction between PVT1 and UPF1 was identified in the RIP assay.

2) In addition, PVT1 binds to the UPF1 protein, thereby inducing epithelial-mesenchymal transition, proliferation and metastasis in breast cancer cells.

3) The PVT1-UPF1 axis controls the aggressive traits of endometrial cancer stem cells  xref  .

4) Interaction between PVT1 and UPF1 was identified in the RIP assay.","1) In these experiments, siRNA mediated knockdown of either UPF1 or STAU1 upregulated endogenous REQ mRNA by ~ 1.5- and 2-fold, respectively.",Database: biogrid,"1) Interestingly, CCAAT and enhancer binding protein alpha (C/EBPalpha) physically interacts with HIF-1alpha and directly binds to the -48 to -42 bp region to activate the expression of galectin-1 and control the differentiation of human acute myeloid leukemia cells [XREF_BIBR].

2) In monocytic U937 cells, C/EBPalpha directly up-regulates the transcriptional expression of galectin-1, also regulated by HIF-1alpha, which interacts with and enhances the transcriptional activity of C/EBPalpha [XREF_BIBR].",34922601; 31696483; 38621446; 39848992,24799437,34189442,24832660; 26413750
PVT1,UPF1,DPF2,PAX9,RPS9,Complex,Inhibition,Complex,IncreaseAmount,0.4073065404350923,0.4357402620936744,0.8302066725941236,0.4844526880351076,4,1,1,1,0.12467482,1.799481392726915e-05,"1) The interaction between PVT1 and UPF1 was identified in the RIP assay.

2) In addition, PVT1 binds to the UPF1 protein, thereby inducing epithelial-mesenchymal transition, proliferation and metastasis in breast cancer cells.

3) The PVT1-UPF1 axis controls the aggressive traits of endometrial cancer stem cells  xref  .

4) Interaction between PVT1 and UPF1 was identified in the RIP assay.","1) In these experiments, siRNA mediated knockdown of either UPF1 or STAU1 upregulated endogenous REQ mRNA by ~ 1.5- and 2-fold, respectively.",Database: biogrid,"1) Therefore, PAX9 may function as a transcription factor to directly or indirectly increase the expression of RPS6 and eS6, RPS9 and uS4, RPS28 and eS28, and/or FBL (XREF_FIG).",34922601; 31696483; 38621446; 39848992,24799437,35140242,32813698
PVT1,UPF1,RBFOX2,HSF2,ALG3,Complex,Activation,DecreaseAmount,IncreaseAmount,0.4073065404350923,0.3715222573296911,0.4738574987008168,0.4844526880351076,4,1,1,1,0.8604124,0.0004017457476184,"1) The interaction between PVT1 and UPF1 was identified in the RIP assay.

2) In addition, PVT1 binds to the UPF1 protein, thereby inducing epithelial-mesenchymal transition, proliferation and metastasis in breast cancer cells.

3) The PVT1-UPF1 axis controls the aggressive traits of endometrial cancer stem cells  xref  .

4) Interaction between PVT1 and UPF1 was identified in the RIP assay.","1) Indeed, UPF1 depletion followed by transfection of the full-length transactivator locus expression plasmid caused an increase in EBV Rta abundance that correlated with the amount of transfected si.UPF1 (Figs XREF_FIG and XREF_SUPPLEMENTARY).","1) However, some KSHV lytic proteins, including RTA, feature E3 ubiquitin-ligase activity [60] and our results suggest that ectopic RTA expression in uninfected cells can reduce HSF2 protein levels.","1) Overexpression of HSF2 promoted the expression of ALG3 (XREF_FIG).

2) HSF2 promoted the expression of ALG3 and increased the proliferation, migration, and invasion ability of breast cancer cells.

3) Silencing HSF2 reduced the expression of ALG3 (XREF_FIG).

4) We also found that HSF2 activated the transcription of ALG3 and promoted breast cancer growth and metastasis.

5) Moreover, HSF2 mediates expression of the ALG3 enzyme, which subsequently promotes the growth and migration of breast cancer cells (Yang et al., 2018).

6) HSF2 has also been shown to modulate the expression of the enzyme Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (ALG3) in breast cancer [119].",34922601; 31696483; 38621446; 39848992,33596193,40245053,29799832; 35087869; 32408596
RASIP1,BCL2L1,MCL1,PIWIL2,SERPINE1,DecreaseAmount,Complex,Activation,DecreaseAmount,0.4738574987008168,0.8444287068977416,0.3715222573296911,0.4738574987008168,1,287,1,1,-0.43553644,3.51416255056377e-05,"1) In our study, RASIP1 knockdown induced the increased expression of activated caspase-3, Bax, and Bad and decreased expression of Bcl-xl and Bcl-2, suggesting that RASIP1 silencing resulted in intrinsic apoptosis in DLBCL cells.","1) KPT-330 and A-1331852 combination disrupted bindings of Mcl-1 and Bcl-xL to Bax, Bak, and/or Bim, elicited mitochondrial outer membrane permeabilization, and triggered apoptosis.

2) We designed a BH3 α-helical mimetic BH3-M6 that binds to Bcl-X(L) and Mcl-1 and prevents their binding to fluorescently labeled Bak- or Bim-BH3 peptides in vitro.

3) JY-1-106 disrupts interactions between both BCL-x L and MCL-1 with BAK1, leading to apoptosis through the mitochondrial pathway in human cancer cells, sensitizes tumor cells to conventional chemotherapeutic agents and inhibits tumor growth in a xenograft model of lung cancer [XREF_BIBR].

4) Crystal structures of α/β-peptides bound to Bcl-x L or Mcl-1.

5) Interacting with Bcl-xl and Mcl-1, Bim initiates cytochrome c release from mitochondria, activates Caspase 9 and consequently triggers mitochondrial apoptotic pathway [ xref ].

6) In addition, ASF/SF2 directly binds Bcl-x and Mcl1 mRNAs, and its enforced expression attenuated the effect of AURKA inhibition on Bcl-x splicing ( xref ).

7) The intrinsically disordered N-terminal transcriptional activation domain of p53 has also been shown to weakly interact with the BC groove of BCL-xL [ xref , xref ] and MCL-1 in a non-canonical fashion.

8) The novel BH3 alpha-helix mimetic JY-1-106 induces apoptosis in a subset of cancer cells (lung cancer, colon cancer and mesothelioma) by disrupting Bcl-xL and Mcl-1 protein protein interactions with Bak.

9) To evaluate this possibility, we first determined whether JY-1-106 disrupts the binding of Bcl-xL and Mcl-1 to Bak in vitro using fluorescence polarization (FP) assays [XREF_BIBR].

10) In this report, we characterize the novel alpha-helix mimetic JY-1-106 that disrupts the interactions between both Bcl-xL and Mcl-1 with Bak, which leads to apoptosis through the mitochondrial pathway in human cancer cells.

11) In response to death stimuli, certain BH3-only proteins, the so-called sensitizers, displace activators that include Bid and Bim from their inhibitory associations with Bcl-xL or Mcl-1.

12) The control compound JY-1-106a makes few favorable contacts leading to increased fluctuations of the binding regions of both Bcl-xL and Mcl-1, confirming that the side chains attached to the trisarylamide scaffold are required for interaction with Bcl-xL and Mcl-1.

13) Our current results suggest that the abilities of JY-1-106 to bind both Mcl-1 and Bcl-xL contribute to Bax activation in these cancer cells.

14) Since their BH3 domains have much higher affinities to Bcl-xL/Bcl-2 or Mcl-1, elevated PUMA and Bim levels can bind in an inhibitory manner to Bcl-xL and Mcl-1.

15) Previous articles have shown that upregulation of Mcl-1 is associated with resistance to the Bcl-xL inhibitor, ABT-737, but this phenomenon was abrogated by cotreatment with sorafenib or Mek inhibitors ( xref , xref ).

16) It has been reported that activator BH3-only proteins can bind both Bcl-xL and Mcl-1, and activator BH3-only proteins that were freed from Bcl-xL and Mcl-1 can directly activate Bax [ xref ].

17) Bad binds strongly to Bcl-2, Bcl-X L and Bcl-w; whereas, Noxa binds exclusively to Mcl-1 and Bfl-1/A1.

18) Interactions between anti-apoptotic proteins BCL-2, BCL-X L, and MCL-1 and pro apoptotic proteins BIM and NOXA were studied by BiFC.

19) In addition to the interaction between BCL2L1 and MCL1, synthetic lethality between BCL2L1 and BCL2L2 (Bcl-w) was detected in Meljuso, OVCAR8, and A375 at an FDR < 0.01, HT29 (0.03) and A549 (0.31).

20) Thus, small molecules confirmed the synthetic lethal interaction between MCL1 and BCL2L1.","1) In addition, knockout of MCL1 can increase hepatic apoptosis in mice deregulating the expression of MCL1 may contribute to HILI [39].","1) Western blot analysis showed that the expression of p21, PAI-1, and Smad7 and the phosphorylation of Smad2/3 were inhibited or even abolished by HILI in a dose dependent manner.",36967521,20705336; 28838268; 22357666; 25169932; 25012639; 19542438; 27903966; 25088254; 25788265; 24503222,28420096,22848678
REPIN1,RGS12,RGS14,PITX2,RBPMS,DecreaseAmount,Complex,Complex,DecreaseAmount,0.6301266297471854,0.4261616001712757,0.4261616001712757,0.6309317981560123,1,1,1,2,-0.6700263,0.0001765370044042,Database: biopax,"1) RGS12 and RGS14 cannot interact with Gα i/o subunits other than Gα i1 and Gα i3 , and RGS9 shows higher affinity towards Gα t rather than Gα i1 and Gα i3 ( Slep et al., 2001; Soundararajan et al., 2008 ), even though most of the interface residues of these three subunits are identical or similar ( Soundararajan et al., 2008 ).

2) For instance, the RGS12 and RGS14 proteins share the RBD structural domain and Go Loco motif, through which both RGS12 and RGS14 interact with activated small G proteins, such as H-Ras-GTP and Rap-2-GTP ( xref ; xref ).

3) Through their first RBD domain, both RGS12 and RGS14 interact with activated small G-proteins, such as H-Ras-GTP and Rap-2-GTP [ xref – xref ], while the two tandem RBDs of RGS14 mediate interactions with Raf kinases [ xref ] and calcium dependent-calmodulin (CaM) [ xref ].","1) G iα1 directly interacts with RGS14 in the centrosomes via both RGS and GoLoco domains.

2) Based on our findings suggesting that the GAP-enhancing effect of R14-RBD may reflect a physical interaction with the RGS domain region of RGS14, we hypothesized that a direct protein-protein interaction might occur between R14-RBD and RGS4.

3) Moreover, we observed a direct interaction between N-terminally truncated forms of RGS14 and different RGS proteins, which seems to be abolished upon removal of the RBD region.

4) Like all RGS proteins, the RGS domain of RGS14 binds directly to active Gα (specifically Gαi and Gαo) to serve as a non-selective GTPase Activating Protein (GAP) towards both of these Gα subunits ( xref , xref , xref ).

5) The RGS domain of RGS14 binds directly to activated Gi/oα and confers non-selective GAP activity towards Giα and Goα [9–11] .

6) Both full-length RGS14 and RGS14 missing its RGS domain bind Giα-GDP extracted from rat brain [23] .

7) FRET assays demonstrate that RGS14 can bind G iα protein in the centrosomes via both RGS and GoLoco domains.",Database: biopax,,32882407; 36120550; 23523730,16870394; 21158412; 17635935; 23255434,
